# z       Lx0124      eLx         LAMBDACHISQ   LAMBDACHISQE  
  0.06    2.2563E43   6.3567E42   20.247564     2.1401124     
  0.107   2.0859E43   6.7723E42   14.877813     1.5597874     
  0.289   1.6401E44   6.0588E43   8.592764      2.5320463     
  0.538   6.3465E44   2.4549E44   74.280685     22.827274     
  0.558   7.8734E44   2.4227E44   13.97777      14.527012     
  0.2     5.9097E43   2.3001E43   7.5249157     1.6524084     
  0.616   1.1757E45   3.4572E44   21.437452     57.928425     
  0.607   6.171E44    3.0717E44   9.035158      16.471853     
  0.432   3.721E44    2.1395E44   65.92096      9.075324      
  0.526   4.4572E44   2.8188E44   12.452272     9.146695      
  0.311   1.0244E44   5.2392E43   6.090948      1.7080483     
  0.348   2.344E44    8.1599E43   7.296091      2.029377      
  0.315   2.2645E44   1.1338E44   30.300592     3.1152928     
  0.544   8.8127E44   4.6735E44   13.535376     12.273446     
  0.405   6.587E44    1.6316E44   12.3912525    6.583817      
  0.302   8.8021E43   4.668E43    15.289698     2.3510613     
  0.243   9.9469E43   3.5982E43   6.3350277     2.1852355     
  0.538   5.7813E44   2.0339E44   16.388056     11.974214     
  0.124   4.7916E43   1.6033E43   41.72657      6.9636874     
  0.266   1.0102E44   4.2721E43   36.7687       2.8356552     
  0.395   4.5245E44   1.3248E44   13.94726      4.061365      
  0.586   3.4941E44   1.9121E44   6.243498      31.049309     
  0.563   4.6723E44   1.9127E44   20.369604     25.783484     
  0.566   5.4058E44   1.8391E44   102.82274     34.862217     
  0.194   4.2129E43   2.1958E43   11.720034     1.7032301     
  0.178   6.5635E43   1.9718E43   14.664244     1.7066818     
  0.283   2.5732E44   6.7289E43   15.243933     2.6115263     
  0.36    1.6091E44   6.1851E43   26.502104     3.3936746     
  0.276   1.3035E44   5.0304E43   24.305387     2.7473626     
  0.236   2.2917E44   1.0884E44   11.12509      2.1007214     
  0.178   1.1139E44   5.2894E43   9.584337      1.9118822     
  0.503   6.4364E44   3.4511E44   73.28911      20.496635     
  0.194   1.1596E44   2.9907E43   33.336334     2.37958       
  0.402   2.7722E44   1.1151E44   35.88391      5.4936395     
  0.108   1.4831E43   7.0154E42   5.7248287     1.2620717     
  0.359   2.0026E44   7.423E43    14.694754     2.4637759     
  0.257   9.0086E43   3.1577E43   37.43992      4.4635096     
  0.121   6.6464E43   1.5941E43   34.907593     1.7658142     
  0.407   2.3838E44   8.6435E43   24.686762     4.8671093     
  0.594   4.2325E44   2.3645E44   5.8468685     12.9339695    
  0.243   1.4617E44   4.0342E43   48.57605      3.1945014     
  0.387   1.6022E44   9.0446E43   23.847738     5.7851477     
  0.269   1.817E44    1.1266E44   6.853697      3.4646566     
  0.192   4.4209E43   2.0796E43   10.118261     1.4868916     
  0.595   1.0821E45   3.2011E44   5.099375      12.359706     
  0.39    5.1664E44   2.7377E44   12.604822     4.479938      
  0.13    3.8037E43   1.3561E43   6.5943623     1.1902274     
  0.301   1.9357E44   1.0498E44   44.548737     3.440149      
  0.262   3.4435E44   7.9315E43   49.598137     3.2871604     
  0.263   1.6517E44   5.1618E43   8.196135      1.9038478     
  0.25    7.0371E43   3.1512E43   41.192642     3.1861994     
  0.11    1.4744E43   6.2081E42   11.979368     2.0376174     
  0.151   8.7587E43   2.365E43    9.523317      1.6648433     
  0.129   4.2087E43   1.203E43    6.243498      1.3978357     
  0.48    3.2675E44   1.2841E44   18.737322     18.083288     
  0.301   6.2098E43   3.4718E43   10.682695     2.3318956     
  0.522   2.8113E44   1.1999E44   5.2061596     6.026786      
  0.478   7.7379E44   1.9221E44   6.106203      3.6072767     
  0.452   4.8164E44   2.562E44    5.526514      3.524857      
  0.242   6.4402E43   2.9707E43   5.7858486     1.6574847     
  0.34    1.4772E44   7.0891E43   26.456339     3.0340824     
  0.506   2.194E44    1.5419E44   6.090948      6.3632855     
  0.193   7.016E43    2.2979E43   8.21139       1.7870247     
  0.42    2.7517E44   1.1431E44   11.887838     5.791066      
  0.471   4.1343E44   1.3354E44   13.108236     12.315934     
  0.517   3.057E44    1.3464E44   11.338659     16.621437     
  0.142   5.5993E43   1.6411E43   23.35958      2.1768117     
  0.268   1.8448E44   5.5145E43   69.88725      4.0330977     
  0.169   4.6191E43   1.9674E43   12.086153     1.8857402     
  0.578   2.1423E45   4.1319E44   18.462732     17.358578     
  0.566   4.2025E44   1.792E44    9.874182      14.856097     
  0.274   7.0824E43   3.4293E43   9.386023      2.0021446     
  0.127   9.7898E43   2.1689E43   5.587534      0.7852192     
  0.182   7.3346E43   2.2575E43   84.18116      3.4153237     
  0.064   1.1665E43   4.2282E42   17.455904     1.7815768     
  0.177   3.0907E43   1.5438E43   9.218218      2.575041      
  0.063   2.9217E43   1.4726E43   5.587534      1.05194       
  0.058   2.1701E43   3.6745E42   20.491644     1.8070927     
  0.229   9.5433E43   5.5152E43   7.81476       1.824568      
  0.125   3.8485E43   1.0809E43   32.131187     1.6117612     
  0.563   1.3103E45   5.1772E44   21.788317     18.674643     
  0.411   2.3693E44   9.8197E43   8.287664      3.6606119     
  0.206   1.8355E44   3.8353E43   22.429026     2.0479183     
  0.184   7.3918E43   2.5506E43   15.594797     5.006477      
  0.206   6.8627E43   2.028E43    40.887543     2.8918862     
  0.171   2.3169E43   1.1599E43   7.5706806     1.4107599     
  0.197   1.0854E44   5.0105E43   5.7553387     1.2973453     
  0.242   1.292E44    5.088E43    8.653784      3.011832      
  0.549   3.3106E44   1.3394E44   9.340258      20.949896     
  0.22    1.1506E44   2.9578E43   38.843376     3.108384      
  0.224   1.3693E44   3.1248E43   64.74632      3.7990136     
  0.588   4.9862E44   2.1149E44   6.4113026     11.181748     
  0.198   8.0268E43   2.1537E43   10.94203      2.2473896     
  0.416   4.8129E44   1.1824E44   11.12509      4.489688      
  0.429   5.4185E44   1.1747E44   5.007845      7.2641287     
  0.163   3.8264E43   1.1998E43   7.0367565     1.521778      
  0.577   8.0326E44   2.7983E44   6.3960476     10.691337     
  0.068   6.1847E42   2.7128E42   9.706377      1.4246483     
  0.066   1.1414E43   3.2716E42   13.489611     1.5350649     
  0.592   4.3797E44   1.671E44    6.5180874     12.488864     
  0.571   5.3912E44   2.6858E44   8.501234      14.764956     
  0.14    3.7571E43   9.843E42    24.152838     1.9894507     
  0.428   1.9748E44   7.5176E43   6.014673      3.1096258     
  0.067   3.5954E43   5.3288E42   11.231874     3.2761474     
  0.11    3.4261E43   7.3862E42   27.264853     2.0439382     
  0.599   1.0206E45   2.2083E44   147.73338     56.587788     
  0.082   5.4028E43   7.0062E42   9.355513      1.4005932     
  0.36    1.0641E44   5.7515E43   10.72846      2.2837245     
  0.069   9.2496E42   2.4715E42   16.418566     1.6170754     
  0.167   7.136E43    2.4647E43   18.767832     2.1647174     
  0.426   1.6257E44   7.0184E43   96.4004       9.98394       
  0.467   2.7064E44   9.5784E43   5.9536533     4.329078      
  0.073   1.0601E43   2.9398E42   13.626905     1.3794376     
  0.601   4.532E44    1.622E44    7.326601      13.676201     
  0.333   1.3819E44   5.5913E43   11.308149     2.424204      
  0.355   1.0751E44   7.3209E43   10.743715     1.9625343     
  0.069   1.2206E43   3.3669E42   8.867353      1.5660353     
  0.473   2.568E44    9.4653E43   68.590576     14.434856     
  0.3     1.2754E44   4.5406E43   11.628504     2.1417918     
  0.144   4.8544E43   1.2214E43   18.554262     2.0442753     
  0.486   3.5181E44   1.0946E44   134.09544     37.35444      
  0.132   6.0817E43   1.3038E43   8.684294      2.45566       
  0.349   1.1532E44   4.6854E43   38.843376     3.5406263     
  0.271   1.1641E44   5.2895E43   5.663809      1.6052011     
  0.464   1.7322E44   8.179E43    27.234343     8.548916      
  0.484   3.5648E44   1.6005E44   12.192938     8.980099      
  0.345   1.7017E44   5.4534E43   19.454306     3.6339972     
  0.327   1.9169E44   5.2304E43   39.758675     3.5434914     
  0.331   1.083E44    4.3969E43   11.048815     2.0951958     
  0.292   7.7562E43   3.2183E43   8.577509      1.9317183     
  0.217   8.2694E43   2.4128E43   17.471159     2.318279      
  0.476   1.841E44    1.2407E44   29.827688     9.415195      
  0.185   6.4035E43   1.7829E43   5.9841633     1.3985944     
  0.418   1.9289E44   8.0473E43   8.11986       7.1015835     
  0.335   5.5251E44   1.2322E44   103.600746    4.594251      
  0.57    4.4493E44   1.4599E44   15.732092     15.473174     
  0.444   2.0453E44   8.0832E43   5.1451397     3.3385942     
  0.403   4.869E44    1.3538E44   6.731657      2.656339      
  0.066   8.006E42    3.2567E42   5.633299      1.5388292     
  0.062   8.16E42     2.5429E42   25.983435     1.7244813     
  0.065   1.0877E43   3.9493E42   16.327036     1.6402198     
  0.226   5.5802E43   2.1576E43   10.804735     1.9912505     
  0.455   3.4843E44   1.0928E44   21.712042     6.7303987     
  0.065   1.0355E43   2.6728E42   8.852098      1.454468      
  0.462   2.7247E44   1.1322E44   37.684        8.327192      
  0.066   1.4987E43   4.4169E42   10.926775     1.4992033     
  0.393   1.7966E44   6.8334E43   14.206594     3.1272376     
  0.208   6.1304E43   3.4921E43   8.104605      1.8606508     
  0.063   6.8794E42   2.463E42    9.065668      1.3715587     
  0.566   2.4414E44   1.3176E44   16.220251     16.853352     
  0.152   3.4654E43   1.3359E43   26.654654     1.6735791     
  0.072   2.3398E43   4.3268E42   17.547434     1.9722564     
  0.072   3.0558E43   4.4534E42   37.638237     1.943675      
  0.357   3.3009E44   8.8445E43   101.81591     4.7984204     
  0.616   7.9502E44   2.6755E44   12.299723     24.60541      
  0.106   1.532E44    1.9279E43   34.602493     2.8118916     
  0.106   2.2411E43   7.3558E42   15.320208     2.0350602     
  0.476   8.4393E44   1.8447E44   186.19118     20.44261      
  0.087   3.6001E43   7.97E42     27.097048     2.1866076     
  0.354   4.2004E44   1.5493E44   14.755774     2.508281      
  0.285   1.8345E44   7.2911E43   12.604822     3.6408315     
  0.118   2.5784E43   9.5857E42   9.614847      1.505274      
  0.558   1.261E45    3.686E44    16.61688      14.441622     
  0.513   3.2E44      2.5454E44   13.092981     8.805343      
  0.106   7.8769E43   1.313E43    51.352455     2.5527093     
  0.215   5.3772E43   2.8975E43   35.89917      2.4691455     
  0.152   9.4997E43   3.8672E43   13.993025     1.6451424     
  0.39    2.9843E44   9.2257E43   29.080194     4.710302      
  0.419   5.5141E44   1.3107E44   5.3434544     2.5752664     
  0.409   5.0626E44   1.2645E44   25.312216     4.734308      
  0.066   1.8269E43   4.2647E42   10.240301     2.6557748     
  0.07    7.7848E42   3.4224E42   11.079325     1.6368397     
  0.071   3.5393E43   5.7434E42   58.201942     2.9112334     
  0.527   6.0111E44   1.8325E44   20.827253     11.130477     
  0.068   1.4144E43   9.283E42    8.05884       1.5327109     
  0.066   2.5969E43   4.3309E42   44.884346     2.4007323     
  0.399   2.0264E44   8.3943E43   8.440214      5.857782      
  0.082   1.4301E43   4.3665E42   14.542204     1.5289146     
  0.177   2.3337E43   1.3232E43   6.075693      1.4100478     
  0.073   9.6518E42   3.2224E42   13.337061     1.4936411     
  0.072   3.3042E43   5.7468E42   38.995926     2.3884609     
  0.082   1.7292E43   5.3149E42   12.864157     1.2784796     
  0.181   6.5851E43   2.1665E43   15.899897     1.5925169     
  0.068   9.3358E42   3.6173E42   22.93244      3.210011      
  0.432   3.678E44    1.9888E44   11.918348     4.3801856     
  0.391   1.9311E44   1.2665E44   7.250326      2.2135153     
  0.066   9.4067E42   2.8594E42   6.807932      1.2508359     
  0.616   7.3737E44   3.6087E44   13.108236     21.464943     
  0.594   1.0491E45   2.9844E44   6.9299717     11.503438     
  0.202   4.8715E43   2.0008E43   14.664244     2.0535393     
  0.199   7.875E43    4.3448E43   8.074095      1.429545      
  0.433   4.1772E44   1.3398E44   12.498037     4.255658      
  0.604   7.901E44    3.81E44     6.136713      12.124674     
  0.187   5.6883E43   2.7594E43   5.587534      1.1654652     
  0.476   3.4402E44   1.2106E44   11.613249     5.991261      
  0.101   1.8247E43   5.7329E42   14.359144     1.2577664     
  0.156   5.0073E43   1.4724E43   12.970942     1.4957083     
  0.218   1.192E44    3.096E43    60.33764      3.658491      
  0.149   4.5042E43   1.76E43     6.9147167     2.2040553     
  0.097   2.8984E43   7.4084E42   12.3912525    1.6791962     
  0.379   2.0649E44   8.4837E43   8.043585      2.369939      
  0.109   5.183E43    1.4342E43   7.4944057     5.1621666     
  0.423   1.6248E44   7.0723E43   9.736887      3.8118453     
  0.518   3.2949E44   1.1614E44   102.27356     23.423922     
  0.389   2.6705E44   9.3945E43   6.075693      2.0061471     
  0.525   9.1243E44   2.3062E44   21.040823     12.283242     
  0.44    3.1565E44   1.5261E44   6.9604816     3.4265013     
  0.671   6.1735E44   2.5801E44   15.335463     37.07068      
  0.416   1.9901E44   8.729E43    80.550476     11.976788     
  0.279   1.3308E44   4.1217E43   19.194971     2.7051227     
  0.585   6.8009E44   3.6831E44   27.386892     22.452028     
  0.617   8.3873E44   4.4854E44   40.81127      36.26807      
  0.24    5.3829E43   2.9075E43   6.167223      1.3912425     
  0.572   8.8701E44   2.578E44    7.921545      14.758223     
  0.463   5.295E44    1.59E44     95.28678      14.515394     
  0.482   3.9404E44   1.1762E44   50.849045     17.570976     
  0.254   8.0293E43   3.2798E43   14.252359     2.2539983     
  0.284   1.4672E44   4.6325E43   13.901495     2.1793003     
  0.415   2.5079E44   1.2775E44   11.2013645    7.5662374     
  0.157   5.6531E43   1.4148E43   25.96818      2.0545664     
  0.607   7.292E44    3.1502E44   7.5859356     18.635822     
  0.167   2.6752E43   9.3235E42   5.7400837     1.1329018     
  0.427   2.109E44    9.6977E43   14.725264     12.522704     
  0.333   1.3454E44   4.7149E43   17.562689     2.4709487     
  0.2     3.8545E43   1.5925E43   23.725698     2.254579      
  0.45    2.2228E44   9.357E43    11.12509      9.301352      
  0.336   2.0099E44   6.2211E43   20.278074     4.9324627     
  0.201   1.0468E44   2.1266E43   34.678772     4.181313      
  0.607   1.3578E45   4.0282E44   27.463167     43.55548      
  0.265   7.6124E43   2.6676E43   7.7079754     1.6549149     
  0.593   4.5062E44   2.2707E44   8.043585      14.442326     
  0.307   1.0444E44   4.1039E43   66.72947      4.171762      
  0.556   5.4718E44   1.5922E44   7.235071      7.958025      
  0.115   9.134E43    1.2599E43   16.571115     2.0258136     
  0.114   4.8066E43   8.5764E42   68.31599      2.7877119     
  0.55    3.5006E44   1.324E44    17.913553     13.767552     
  0.301   6.6823E43   2.9565E43   14.923578     2.6107492     
  0.556   3.5136E44   1.2258E44   26.547869     30.884989     
  0.56    4.4448E44   2.0793E44   25.174921     26.715618     
  0.626   3.1682E44   1.4881E44   21.528982     47.412117     
  0.248   7.3728E43   2.8345E43   8.363939      1.6374782     
  0.397   1.7511E44   9.7678E43   23.344324     4.3833604     
  0.123   3.4146E43   7.9993E42   6.5638523     1.3804293     
  0.227   7.4163E43   4.1018E43   8.989393      1.8863419     
  0.455   3.799E44    1.0888E44   10.164026     12.398571     
  0.346   1.6679E44   5.7776E43   20.873018     2.9978888     
  0.33    2.1448E44   6.636E43    25.96818      3.08722       
  0.597   6.2668E44   2.6305E44   6.746912      13.444113     
  0.287   1.6662E44   4.852E43    17.10504      2.4663029     
  0.55    2.51E44     1.671E44    21.361177     27.16238      
  0.51    4.464E44    2.1759E44   6.5943623     20.02083      
  0.078   9.5206E42   3.4816E42   5.068865      1.2473944     
  0.438   3.6866E44   1.8035E44   9.874182      4.100667      
  0.547   6.2192E44   2.1883E44   61.863136     23.652021     
  0.105   5.246E43    8.6238E42   27.600462     1.7832514     
  0.307   1.5822E44   4.9643E43   10.560656     2.3420353     
  0.369   1.7431E44   6.3791E43   13.657415     3.0217404     
  0.151   4.8345E43   2.6938E43   9.172453      1.4627581     
  0.111   4.3269E43   1.0174E43   20.674704     2.305552      
  0.511   4.1286E44   1.4438E44   20.949293     17.895922     
  0.322   1.0837E44   4.184E43    5.2214146     1.3948843     
  0.592   2.4635E45   3.2765E44   7.87578       14.185631     
